0,1,2,3
"대구시, 인공지능 중심 인프라 확충과 산업 인공지능 전환으로 성장동력...",대구시는 &quot;가상융합 분야에 대해  가상융합산업진흥법의 시행에 따라 지원체계를 지역 거점센터로 일원화(<b>메타버스</b>허브+<b>메타버스</b>지원센터)하고 지식재산 특화서비스를 개발해 전문기업 육성 및 제조·의료 등 지역... ,https://www.gukjenews.com/news/articleView.html?idxno=3191055,https://www.gukjenews.com/news/articleView.html?idxno=3191055
"대구시, AI중심도시 조성…국가인공지능컴퓨팅센터 유치",가상융합 분야는 지원체계를 지역 거점센터로 일원화(<b>메타버스</b>허브+<b>메타버스</b>지원센터)하고 지식재산 특화서비스를 개발해 전문기업 육성 및 제조·의료 등 지역 특화산업의 제조공정 <b>메타버스</b>화를 통한 동반성장을... ,https://www.newsis.com/view/NISX20250128_0003047305,https://n.news.naver.com/mnews/article/003/0013038099?sid=102
"대구광역시, ABB 혁신거점 도약 추진",가상융합 분야는 가상융합산업진흥법의 시행(2024.8월)에 따라 지원체계를 지역 거점센터로 일원화(<b>메타버스</b>허브+<b>메타버스</b>지원센터)하고 지식재산 특화서비스를 개발해 전문기업 육성 및 제조·의료 등 지역... ,https://www.newspim.com/news/view/20250128000031,https://www.newspim.com/news/view/20250128000031
"대구시, ABB 혁신거점으로 도약 추진…인공지능 전환(AX) 선도도시로 도...",가상융합 분야는 가상융합산업진흥법의 시행(2024.8월)에 따라 지원체계를 지역 거점센터로 일원화(<b>메타버스</b>허브+<b>메타버스</b>지원센터)하고 지식재산 특화서비스를 개발해 전문기업 육성 및 제조·의료 등 지역 특화산업의... ,http://www.inews24.com/view/1808399,https://n.news.naver.com/mnews/article/031/0000904609?sid=102
시동 거는 ‘블록체인 게임’…“게임으로 돈 벌고 나만의 캐릭터 갖는...,메타월드는 현실을 실측해 만든 <b>메타버스</b> 세계에서 부동산과 건물을 수집하는 게임으로 이 과정에서 게임 속 가상화폐를 얻어 거래할 수 있다. ◇몰입감 더하는 블록체인 게임 게임사들이 블록체인을 도입하는 가장 큰... ,https://www.chosun.com/economy/tech_it/2025/01/28/N3QVA6QHYBF6HM73GC3MCVKWRA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003885019?sid=105
놓치면 후회하는 2025년 AI 관련 행사 총 정리!,"com/ 2025 <b>메타버스</b> 엑스포 (MVE 2025) 일시: 2025년 6월 18일(수) ~ 20일(금) 장소: 서울 코엑스(COEX) 내용 <b>메타버스</b> 플랫폼, 하드웨어, 콘텐츠, AI 등 전시 공식 홈페이지: https://metavexpo.com/eng/ 7월 (July)... ",https://zdnet.co.kr/view/?no=20250128082203,https://n.news.naver.com/mnews/article/092/0002361319?sid=105
'민희진 사태' 불구 방시혁 하이브 의장 K팝 위상 독보적,"캐릭터‧게임‧NFT‧<b>메타버스</b> 사업 진출 등 전략적 사업 다각화를 추진했다. 이른바 '하이브 1.0 전략... NFT, <b>메타버스</b> 확장 등을 다루고 있다. 여전히 지나친 BTS 의존도, 집안 싸움 등 호사가 입방아에 오르내리고... ",https://www.insightkorea.co.kr/news/articleView.html?idxno=217566,https://www.insightkorea.co.kr/news/articleView.html?idxno=217566
"LGU+, 어린이 <b>메타버스</b> 플랫폼 가입자 100만명 돌파",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아'의 가입자가 100만을 돌파했다고 27일 밝혔다./LG유플러스 LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아'의 가입자가 100만을 돌파했다고 27일 밝혔다. 이는... ,http://www.metroseoul.co.kr/article/20250128500006,http://www.metroseoul.co.kr/article/20250128500006
"영천 <b>메타버스</b> 체험관, 디지털 관광의 중심지로 도약",영천시는 지난 9일 보현산녹색체험터에 '<b>메타버스</b> 체험관'을 준공하며 디지털 관광 시대를 선도하고 있다. <b>메타버스</b> 기술과 지역 특화 콘텐츠를 결합한 이번 체험관은 문화·관광의 새로운 가능성을 제시하며 올 상반기 중... ,http://www.fntoday.co.kr/news/articleView.html?idxno=344170,http://www.fntoday.co.kr/news/articleView.html?idxno=344170
[강진교 연재칼럼] 미래를 맛보는 VR·AR과 <b>메타버스</b>가 바꾸는 외식 공간,"4층은 <b>메타버스</b> 교육 공간과 북콘서트 공간으로 설계되었다. <b>메타버스</b> 기술을 활용한 몰입형 교육 콘텐츠가 제공되며, 독창적인 가상 환경 속에서 책과 문화를 즐길 수 있다. 특히, 북콘서트와 같은 이벤트를 통해 책과... ",http://www.fntoday.co.kr/news/articleView.html?idxno=344169,http://www.fntoday.co.kr/news/articleView.html?idxno=344169
"LG유플러스 '키즈토피아', 가입 고객 100만 넘었다",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아'(KidsTopia)의 가입자가 100만을 돌파했다고 밝혔다. 사진은 키즈토피아를 체험하는 LG유플러스 모델의 모습 l LG유플러스 LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼... ,http://www.biztribune.co.kr/news/articleView.html?idxno=328892,http://www.biztribune.co.kr/news/articleView.html?idxno=328892
[새해 열일하는 경북도의회] 경북도의회 기획경제위원회,"경북도의회 기획경제위는 먼저, 조례안 및 동의안으로 '경상북도 가맹사업거래분쟁조정협의회 구성 및 공정화에 관한 조례안', '경상북도 분산에너지 활성화 지원 조례안', '경북국제AI<b>메타버스</b>영상제 공공기관 위탁대행... ",https://www.imaeil.com/page/view/2025012716034610994,https://n.news.naver.com/mnews/article/088/0000928241?sid=100
"경북도의회 기획경제위원회, 미래 경북 성장 동력 모색","먼저, 조례안 및 동의안으로 '경상북도 가맹사업거래분쟁조정협의회 구성 및 공정화에 관한 조례안', '경상북도 분산에너지 활성화 지원 조례안', '경북국제AI<b>메타버스</b>영상제 공공기관 위탁대행 동의안'을 심의하고 최종... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=2230761,http://www.enewstoday.co.kr/news/articleView.html?idxno=2230761
"LG유플러스 ‘키즈토피아’, 가입 고객 100만 돌파",키즈 <b>메타버스</b> 플랫폼 ‘키즈토피아’(KidsTopia)의 가입자가 100만을 돌파했다고 밝혔다. 이는 지난해 9월... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 ‘2024 <b>메타버스</b>... ,https://www.geconomy.co.kr/news/article.html?no=293936,https://www.geconomy.co.kr/news/article.html?no=293936
"LG유플러스, 아이들 학습 플랫폼 '키즈토피아' 가입자 100만 돌파",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아(KidsTopia)'의 가입자가 100만을 돌파했다고 밝혔다.... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 '2024 <b>메타버스</b>... ,https://www.thepublic.kr/news/articleView.html?idxno=248908,https://www.thepublic.kr/news/articleView.html?idxno=248908
이선희 경북도의회 기획경제위원장 &quot;예산 편성 안일하게 이뤄져 아쉽다...,조례안 및 동의안으로 '경상북도 가맹사업거래분쟁조정협의회 구성 및 공정화에 관한 조례안' '경상북도 분산에너지 활성화 지원 조례안' '경북국제AI<b>메타버스</b>영상제 공공기관 위탁대행 동의안'을 심의하고 최종 원안... ,https://daily.hankooki.com/news/articleView.html?idxno=1174312,https://daily.hankooki.com/news/articleView.html?idxno=1174312
"아이폰·갤럭시로 확장…SKT·LG U+ AI비서, 고객 확보 나선다",목표는 올해 상반기까지 이용자 100만명이다.최근 통신업계는 <b>메타버스</b> 등 성과 없는 사업을 정리하고 든든한 미래 먹거리로 자리한 AI 사업에 더욱 집중하고 있다. SKT는 에이닷 서비스의 고도화와 함께 오는 3월... ,https://www.asiatoday.co.kr/view.php?key=20250124010013283,https://www.asiatoday.co.kr/view.php?key=20250124010013283
"전북자치도, 2025년 SW 강사 양성 교육생 모집한다","교육은 최신 SW 기술과 실습 중심으로 구성, △블록코딩 △인공지능 △<b>메타버스</b> 등의 이론과 실습을 구성됐다. 특히, 초·중·고 학생 대상의 교수법, 교안 제작 등의 실무 과정을 포함해 현장에서 바로 활용 가능한... ",http://www.domin.co.kr/news/articleView.html?idxno=1500348,http://www.domin.co.kr/news/articleView.html?idxno=1500348
김동연표 '스타트업 천국만들기' 본격 시동…제3판교TV 12월 착공,"주요 입주기업은 시스템 반도체, <b>메타버스</b>, 미래 모빌리티, 바이오 헬스케어,스마트시티, 로봇, 인공지능 등 첨단기업이다. 경기주택도시공사는 판교의 높은 집값으로 인해 직주가 분리되는 청년들을 위해... ",https://www.kpinews.kr/newsView/1065571941956405,https://www.kpinews.kr/newsView/1065571941956405
[마켓Q] 글로벌 증시 뜨거운감자 '양자컴퓨터'…게임체인저 vs 회의론,"만일 ,'<b>메타버스</b>', '초전도체', '2차전지' 등 그간 '반짝' 급등세를 보인 테마주는 많았지만 결국 불나방처럼 매수에 나섰던 투자자들은 큰 손실을 입었다. 국내 증시에서도 양자컴퓨터 테마주로 꼽히는 한국첨단소재... ",https://www.asiatime.co.kr/article/20250124500050,https://www.asiatime.co.kr/article/20250124500050
"LG유플러스 ‘키즈토피아’, 가입자 100만 돌파",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 ‘키즈토피아’(KidsTopia)의 가입자가 100만을 돌파했다고 밝혔다.... ‘2024 <b>메타버스</b> 얼라이언스 및 자율규제 성과공유회’에서 과기부 장관상을 받았다. 또한 아동 적합성에... ,https://www.betanews.net/article/view/beta202501270002,https://www.betanews.net/article/view/beta202501270002
&quot;AI 생태계 선점하는 中·日…韓 기업 간 협력 강화해야&quot;,"이 PM은 &quot;지멘스가 지난해 산업용 <b>메타버스</b>에 대해 설명하면서, 클라우드는 아마존을 쓰고 다른 어떤 기술은 소니를 쓸 거라면서 이러한 비전을 제시했는데, 외국의 경우 기업 간 협력이 활발히 이루어지고 있다&quot;면서... ",https://www.ajunews.com/view/20250124161904317,https://www.ajunews.com/view/20250124161904317
바이코노미 &quot;메시지 한 줄로 멀티 체인 거래 가능···AI로 웹3 혁신&quot; [...,"&quot;JP모건은 <b>메타버스</b> 플랫폼 디센트럴랜드에서 바이코노미의 가스리스(gasless) 거래 기술을 경험한 뒤 직접 연락해 협업을 제안했다&quot;라고 진달 대표는 회상했다. 최근에는 폴리곤, 옵티미즘, 아발란체 등 주요 레이어1(L1)... ",https://decenter.kr/NewsView/2GNUTZOGKX,https://decenter.kr/NewsView/2GNUTZOGKX
"[오늘의 강사] 한국강사에이전시, 인공지능 분야 이용호 강사를 소개합...",시니어 나이에도 당당하게 <b>메타버스</b>와 유튜브에서 활동하는 호몽의 경험담이 위로와 용기를 줄 것임을 확신한다. 자신만의 콘텐츠가 있다면 누구나 인플루언서를 할 수 있는 시대다. 이 책과 함께 은퇴 이후의 삶... ,https://www.lecturernews.com/news/articleView.html?idxno=171096,https://www.lecturernews.com/news/articleView.html?idxno=171096
"전북특별자치도, ‘부안 신재생에너지단지 테마체험관’ 정상 운영","또한, 단지 내 2023년 개관한 ‘새만금 <b>메타버스</b> 체험관’에서는 <b>메타버스</b> 기술 기반의 전시관(<b>메타버스</b>기술관, <b>메타버스</b>라이프관, 가상세계홀)을 통해 최신 실감형 콘텐츠와 가상융합기술을 체험할 수 있다. 신원식... ",https://www.sportsseoul.com/news/read/1492034?ref=naver,https://n.news.naver.com/mnews/article/468/0001123320?sid=102
[속보] 주피터 알파쿼크 체인바운티 급등...코인시장 흐름 살펴야,"알파쿼크는 디지털화된 지식재산권(IP)을 다루는 NFT 및 <b>메타버스</b> 관련 프로젝트다. 영화, 드라마, 웹툰... 창작물을 <b>메타버스</b> 3D 공간 혹은 게임에서 경험할 수 있는 서비스를 제공한다. 또한 NFT 분야와 연계하여... ",https://www.cbci.co.kr/news/articleView.html?idxno=483245,https://www.cbci.co.kr/news/articleView.html?idxno=483245
<b>메타버스</b> 다시 뜨니...초딩부터 대학원생까지 ‘열공’,서울 강남 국제학교 서울아카데미 초등학생부터 <b>메타버스</b> 조기 교육 국내 최초 서강대 <b>메타버스</b>대학원 재학생 80%가 관련 업계 종사자 현대원 원장 “미래 인재 양성 중요” 최근 방문한 서울시 강남구 대치동 소재... ,https://www.mk.co.kr/article/11227589,https://n.news.naver.com/mnews/article/009/0005435257?sid=101
"LG유플러스 '키즈토피아', 가입 고객 100만 돌파",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아'(KidsTopia)의 가입자가 100만을 돌파했다고 26일... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 '2024 <b>메타버스</b>... ,http://www.newslock.co.kr/news/articleView.html?idxno=103766,http://www.newslock.co.kr/news/articleView.html?idxno=103766
"액션스퀘어, <b>메타버스</b> 전문 개발사 원유니버스 100억 원 전략적 투자",앞서 덱사스튜디오 투자에 이어 <b>메타버스</b> 전문 개발사 원유니버스에도 액션스퀘어의 전략적 투자가 이어졌다. 투자 금액은 무려 100억 원에 달한다. 액션스퀘어는 지난 23일 <b>메타버스</b> 전문 개발사 원유니버스에 대한... ,http://www.osen.co.kr/article/G1112494900,https://n.news.naver.com/mnews/article/109/0005233066?sid=105
"LG유플러스, '키즈토피아 4개월 만에 가입자 100만 돌파",사진=LG유플러스 제공 매일일보 = 김성지 기자  |  LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아... 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 '2024 <b>메타버스</b> 얼라이언스 및 자율규제 성과공유회... ,http://www.m-i.kr/news/articleView.html?idxno=1202995,http://www.m-i.kr/news/articleView.html?idxno=1202995
"경북도의회 기획경제위, 조례안 및 동의안 심의·의결","먼저, 조례안 및 동의안으로 ‘경상북도 가맹사업거래분쟁조정협의회 구성 및 공정화에 관한 조례안’, ‘경상북도 분산에너지 활성화 지원 조례안’, ‘경북국제AI<b>메타버스</b>영상제 공공기관 위탁대행 동의안’을... ",https://tk.newdaily.co.kr/site/data/html/2025/01/26/2025012600026.html,https://tk.newdaily.co.kr/site/data/html/2025/01/26/2025012600026.html
"경북도의회 기획경제위원회, 미래 경북 성장 동력 모색",'경북도 가맹사업거래분쟁조정협의회 구성 및 공정화에 관한 조례안''경북도 분산에너지 활성화 지원 조례안''경북국제AI<b>메타버스</b>영상제 공공기관 위탁 대행 동의안'을 심의하고 원안 가결했다. 지역사랑상품권의... ,https://www.yeongnam.com/web/view.php?key=20250126010003373,https://www.yeongnam.com/web/view.php?key=20250126010003373
"경북도의회 기획경제위, 지역경제 활성화 방안 논의",위원회는 ∆경상북도 가맹사업거래분쟁조정협의회 구성 및 공정화에 관한 조례안 ∆경상북도 분산에너지 활성화 지원 조례안 ∆경북국제AI<b>메타버스</b>영상제 공공기관 위탁대행 동의안을 심의하고 최종 원안 가결했다.... ,http://www.sisafocus.co.kr/news/articleView.html?idxno=332353,http://www.sisafocus.co.kr/news/articleView.html?idxno=332353
"설 연휴, AI캐릭터로 &quot;영어공부 해볼까&quot;…LGU+ `키즈토피아`, 가입자 100...",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아' 가입자가 100만을 돌파했다고 26일 밝혔다. 이는 지난해 9월 50만명을 돌파한 데 이어 약 4개월만에 거둔 성과다. 키즈토피아는 아이들이 3차원(3D) 가상 체험... ,https://www.dt.co.kr/contents.html?article_no=2025012602109931029002&ref=naver,https://n.news.naver.com/mnews/article/029/0002931981?sid=105
2025년 기대되는 주요 암호화폐 ICO 프로젝트 분석,"또한, 'Aureal One'은 블록체인과 <b>메타버스</b>를 결합해 ICO 참여 방식을 혁신하고 있다. 사용자가 가상 공간에서 프로젝트를 탐색할 수 있는 환경을 제공하며, 차세대 블록체인 참여 모델로 자리 잡을 가능성이 높다는... ",https://www.topstarnews.net/news/articleView.html?idxno=15597032,https://www.topstarnews.net/news/articleView.html?idxno=15597032
"LGU+ '키즈토피아', 가입 고객 100만 돌파…동남아 수요↑",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 ‘키즈토피아’(KidsTopia)의 가입자가 100만을 돌파했다고 26일... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 ‘2024 <b>메타버스</b>... ,http://www.shinailbo.co.kr/news/articleView.html?idxno=1997762,http://www.shinailbo.co.kr/news/articleView.html?idxno=1997762
"LGU+, '키즈토피아' 가입자 100만 돌파…&quot;동남아서 급증&quot;",키즈 <b>메타버스</b> 플랫폼 '키즈토피아'(KidsTopia)의 가입자가 100만을 돌파했다고 26일 밝혔다. 이는 지난해 9월... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 '2024 <b>메타버스</b>... ,https://www.apnews.kr/news/articleView.html?idxno=3030435,https://www.apnews.kr/news/articleView.html?idxno=3030435
"LG유플러스, '키즈토피아' 가입 고객 100만 돌파",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아(KidsTopia)'의 가입자가 100만을 돌파했다고 26일... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 '2024 <b>메타버스</b>... ,https://www.econovill.com/news/articleView.html?idxno=681702,https://www.econovill.com/news/articleView.html?idxno=681702
"반크 X 국가유산청 국외유산협력과, 글로벌 홍보 전략 세미나 개최","외교관, <b>메타버스</b> 외교관, 글로벌 한국 홍보대사로 육성해왔음을 강조했다. 이를 통해 반크는 21세기 한국을 ‘아시아의 중심’, ‘동북아의 관문’, 그리고 ‘전 세계와 꿈과 우정을 나누는 나라’로 자리매김할 수... ",https://sports.donga.com/society/article/all/20250126/130933695/1,https://n.news.naver.com/mnews/article/382/0001175248?sid=102
"LGU+, 어린이 <b>메타버스</b> 플랫폼 ‘키즈토피아’ 가입자 100만명 돌파",뉴데일리 김성현 기자 = LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 ‘키즈토피아’(KidsTopia) 가입자가... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 ‘2024 <b>메타버스</b>... ,https://biz.newdaily.co.kr/site/data/html/2025/01/26/2025012600007.html,https://biz.newdaily.co.kr/site/data/html/2025/01/26/2025012600007.html
"LG유플러스 '키즈토피아', 가입 고객 100만 돌파",LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아' 가입자가 100만을 돌파했다고 26일 밝혔다. 이는... 국내외 가입자 증가 성과에 힘입어 키즈토피아는 지난해 12월 과학기술정보통신부가 개최한 '2024 <b>메타버스</b>... ,http://www.asiaa.co.kr/news/articleView.html?idxno=201877,http://www.asiaa.co.kr/news/articleView.html?idxno=201877
LGU+ '키즈토피아' 가입자 100만 돌파…&quot;영어공부 돕는 AI캐릭터 출시&quot;,뉴스토마토 = 이지은 기자 | LG유플러스(032640) 키즈 <b>메타버스</b> 플랫폼인 '키즈토피아'의 가입자가 100만명을 돌파했습니다. 인공지능(AI) 캐릭터 대화 서비스는 누적 기준 500만건 이상 돌파했는데요. 추가 성장동력 마련을... ,http://www.newstomato.com/ReadNews.aspx?no=1251995&inflow=N,http://www.newstomato.com/ReadNews.aspx?no=1251995&inflow=N
LGU+ '키즈토피아' 가입자 100만 돌파,LG유플러스는 키즈 <b>메타버스</b> 플랫폼 '키즈토피아' 가입자가 100만을 돌파했다고 26일 밝혔다. 지난해 9월 50만을 돌파한 데 이어 약 4개월만에 거둔 성과다. 키즈토피아는 3차원(3D) 가상 체험 공간에서 AI 캐릭터와 서로... ,http://www.inews24.com/view/1808236,https://n.news.naver.com/mnews/article/031/0000904474?sid=105
"LG유플러스, <b>메타버스</b> '키즈토피아' 100만명 돌파",LG유플러스의 <b>메타버스</b> 플랫폼 '키즈토피아'가 가입자 100만명을 돌파했다/사진=LG유플러스 제공 LG유플러스가 <b>메타버스</b> 사업을 이어간다. LG유플러스는 <b>메타버스</b> 플랫폼 '키즈토피아' 가입자가 100만명을 돌파했다고... ,https://www.techm.kr/news/articleView.html?idxno=134976,https://www.techm.kr/news/articleView.html?idxno=134976
"LG유플러스 '키즈토피아', 글로벌 가입 고객 100만 돌파",©LG유플러스  LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 '키즈토피아'의 가입자가 100만을 돌파했다고 26일 밝혔다. 키즈토피아는 아이들이 3차원(3D) 가상 체험 공간에서 AI 캐릭터와 서로 대화하며 외국어·동물·공룡... ,http://www.sisafocus.co.kr/news/articleView.html?idxno=332337,http://www.sisafocus.co.kr/news/articleView.html?idxno=332337
LG유플러스 '키즈토피아' 가입 고객 100만 돌파,LG유플러스는 자사 키즈 <b>메타버스</b> 플랫폼 ‘키즈토피아’(KidsTopia)의 가입자가 100만을 돌파했다고 26일 밝혔다. 이는 지난해 9월 50만을 돌파한 데 이어 약 4개월만에 거둔 성과다. 키즈토피아는 아이들이 3차원(3D) 가상... ,http://www.thebigdata.co.kr/view.php?ud=20250126110917607462abca1943_23,http://www.thebigdata.co.kr/view.php?ud=20250126110917607462abca1943_23
